selection;small-range;100;46626
selection;small-range;200;183347
selection;small-range;300;409984
selection;small-range;400;726627
selection;small-range;500;1133300
selection;small-range;600;1629991
selection;small-range;700;2216649
selection;small-range;800;2893481
selection;small-range;900;3660097
selection;small-range;1000;4516764
selection;small-range;1100;5463461
selection;small-range;1200;6500128
selection;small-range;1300;7626795
selection;small-range;1400;8843618
selection;small-range;1500;10150183
selection;small-range;1600;11546865
selection;small-range;1700;13033700
selection;small-range;1800;14610430
selection;small-range;1900;16277019
selection;small-range;2000;18033728
selection;small-range;2100;19880383
selection;small-range;2200;21817059
selection;small-range;2300;23843585
selection;small-range;2400;25960378
selection;small-range;2500;28166919
selection;small-range;2600;30463670
selection;small-range;2700;32850331
selection;small-range;2800;35327046
selection;small-range;2900;37893752
selection;small-range;3000;40550563
selection;small-range;3100;43297176
selection;small-range;3200;46133735
selection;small-range;3300;49060456
selection;small-range;3400;52077084
selection;small-range;3500;55183883
selection;small-range;3600;58380388
selection;small-range;3700;61667079
selection;small-range;3800;65043899
selection;small-range;3900;68510554
selection;small-range;4000;72067197
selection;small-range;4100;75713801
selection;big-range;100;47220
selection;big-range;200;184727
selection;big-range;300;412576
selection;big-range;400;729945
selection;big-range;500;1138175
selection;big-range;600;1636030
selection;big-range;700;2224227
selection;big-range;800;2902442
selection;big-range;900;3670006
selection;big-range;1000;4528725
selection;big-range;1100;5476289
selection;big-range;1200;6515464
selection;big-range;1300;7643373
selection;big-range;1400;8861570
selection;big-range;1500;10170457
selection;big-range;1600;11568387
selection;big-range;1700;13055495
selection;big-range;1800;14634262
selection;big-range;1900;16302774
selection;big-range;2000;18060536
selection;big-range;2100;19909285
selection;big-range;2200;21848361
selection;big-range;2300;23875313
selection;big-range;2400;25993408
selection;big-range;2500;28203663
selection;big-range;2600;30502442
selection;big-range;2700;32890780
selection;big-range;2800;35368338
selection;big-range;2900;37937645
selection;big-range;3000;40594549
selection;big-range;3100;43343292
selection;big-range;3200;46182584
selection;big-range;3300;49110151
selection;big-range;3400;52128879
selection;big-range;3500;55237457
selection;big-range;3600;58435522
selection;big-range;3700;61725918
selection;big-range;3800;65103164
selection;big-range;3900;68571739
selection;big-range;4000;72130344
selection;big-range;4100;75777137
selection;almost-sorted;100;46818
selection;almost-sorted;200;183677
selection;almost-sorted;300;410599
selection;almost-sorted;400;727572
selection;almost-sorted;500;1134548
selection;almost-sorted;600;1631512
selection;almost-sorted;700;2218485
selection;almost-sorted;800;2895437
selection;almost-sorted;900;3662410
selection;almost-sorted;1000;4519362
selection;almost-sorted;1100;5466329
selection;almost-sorted;1200;6503278
selection;almost-sorted;1300;7630230
selection;almost-sorted;1400;8847182
selection;almost-sorted;1500;10154125
selection;almost-sorted;1600;11551062
selection;almost-sorted;1700;13038014
selection;almost-sorted;1800;14614969
selection;almost-sorted;1900;16281918
selection;almost-sorted;2000;18038879
selection;almost-sorted;2100;19885855
selection;almost-sorted;2200;21822840
selection;almost-sorted;2300;23849825
selection;almost-sorted;2400;25966798
selection;almost-sorted;2500;28173768
selection;almost-sorted;2600;30470762
selection;almost-sorted;2700;32857750
selection;almost-sorted;2800;35334735
selection;almost-sorted;2900;37901723
selection;almost-sorted;3000;40558705
selection;almost-sorted;3100;43305591
selection;almost-sorted;3200;46142555
selection;almost-sorted;3300;49069516
selection;almost-sorted;3400;52086480
selection;almost-sorted;3500;55193441
selection;almost-sorted;3600;58391338
selection;almost-sorted;3700;61678239
selection;almost-sorted;3800;65055131
selection;almost-sorted;3900;68521774
selection;almost-sorted;4000;72078966
selection;almost-sorted;4100;75696296
selection;reversed;100;53736
selection;reversed;200;212486
selection;reversed;300;476236
selection;reversed;400;844986
selection;reversed;500;1318736
selection;reversed;600;1897486
selection;reversed;700;2581236
selection;reversed;800;3369986
selection;reversed;900;4263736
selection;reversed;1000;5262486
selection;reversed;1100;6366236
selection;reversed;1200;7574986
selection;reversed;1300;8888736
selection;reversed;1400;10307486
selection;reversed;1500;11831236
selection;reversed;1600;13459986
selection;reversed;1700;15193736
selection;reversed;1800;17032486
selection;reversed;1900;18976236
selection;reversed;2000;21024986
selection;reversed;2100;23178736
selection;reversed;2200;25437486
selection;reversed;2300;27801236
selection;reversed;2400;30269986
selection;reversed;2500;32843736
selection;reversed;2600;35522486
selection;reversed;2700;38306236
selection;reversed;2800;41194986
selection;reversed;2900;44188736
selection;reversed;3000;47287486
selection;reversed;3100;50491236
selection;reversed;3200;53799986
selection;reversed;3300;57213736
selection;reversed;3400;60732486
selection;reversed;3500;64356236
selection;reversed;3600;68084986
selection;reversed;3700;71918736
selection;reversed;3800;75857486
selection;reversed;3900;79901236
selection;reversed;4000;84049986
selection;reversed;4100;88303736
bubble;small-range;100;70152
bubble;small-range;200;281172
bubble;small-range;300;632287
bubble;small-range;400;1132052
bubble;small-range;500;1756977
bubble;small-range;600;2532737
bubble;small-range;700;3445392
bubble;small-range;800;4489362
bubble;small-range;900;5676127
bubble;small-range;1000;6999532
bubble;small-range;1100;8497242
bubble;small-range;1200;10139217
bubble;small-range;1300;11903257
bubble;small-range;1400;13784227
bubble;small-range;1500;15829352
bubble;small-range;1600;18011897
bubble;small-range;1700;20317647
bubble;small-range;1800;22760687
bubble;small-range;1900;25390157
bubble;small-range;2000;28072097
bubble;small-range;2100;30947957
bubble;small-range;2200;34013937
bubble;small-range;2300;37189862
bubble;small-range;2400;40497927
bubble;small-range;2500;43898062
bubble;small-range;2600;47471287
bubble;small-range;2700;51193912
bubble;small-range;2800;55124492
bubble;small-range;2900;59215877
